,num_pkts_uplink,num_pkts_downlink,total_bytes_uplink,min_pkt_size_uplink,max_pkt_size_uplink,mean_pkt_size_uplink,std_pkt_size_uplink,total_bytes_downlink,min_pkt_size_downlink,max_pkt_size_downlink,mean_pkt_size_downlink,std_pkt_size_downlink,min_iat_uplink,max_iat_uplink,mean_iat_uplink,std_iat_uplink,min_iat_downlink,max_iat_downlink,mean_iat_downlink,std_iat_downlink,website
79,17,17,1687.0,40.0,569.0,99.23529411764706,123.85855310179667,6237.0,52.0,2940.0,366.88235294117646,772.5308151097389,4e-06,0.054223,0.004362625,0.01335918418105437,0.0,0.056545,0.0041799375,0.014005109222321926,www.theguardian.com
80,14,11,1439.0,40.0,569.0,102.78571428571429,138.6041283497876,7480.0,52.0,2948.0,680.0,901.7834551598294,1.8e-05,0.057146,0.00581476923076923,0.01551969061200344,1e-06,0.05882,0.007336,0.01820085755000449,www.timesofindia.com
81,15,12,1597.0,40.0,569.0,106.46666666666667,134.3209730813614,7555.0,52.0,2948.0,629.5833333333334,901.1784666689937,8e-06,0.063601,0.012286785714285714,0.018064477480482437,2e-06,0.065427,0.015438909090909093,0.019719878232152172,www.timesofindia.com
82,15,12,1479.0,40.0,569.0,98.6,134.54250523267996,7532.0,52.0,2948.0,627.6666666666666,878.7207989027246,6e-06,0.054126,0.005228357142857144,0.014179282604219781,1e-06,0.056151,0.006426909090909091,0.016597972637973264,www.timesofindia.com
83,15,12,1479.0,40.0,569.0,98.6,134.54250523267996,7531.0,52.0,2948.0,627.5833333333334,878.7636416459137,8e-06,0.090514,0.007930642857142857,0.02384517270162516,2e-06,0.092455,0.009883727272727273,0.027471342512119457,www.timesofindia.com
84,15,12,1491.0,40.0,569.0,99.4,134.2044282854652,7542.0,52.0,2948.0,628.5,878.0987208943899,7e-06,0.056955,0.0072864285714285704,0.015494199200962948,3e-06,0.058164,0.009126999999999998,0.01749614506684258,www.timesofindia.com
85,16,13,1649.0,40.0,569.0,103.0625,130.47884566728305,7608.0,52.0,2948.0,585.2307692307693,855.096988051273,6e-06,0.055916,0.007282133333333334,0.014461116524107311,2e-06,0.057187,0.008963166666666666,0.016302612137787966,www.timesofindia.com
86,15,12,1479.0,40.0,569.0,98.6,134.54250523267996,7531.0,52.0,2948.0,627.5833333333334,878.7636416459137,6e-06,0.054369,0.005036857142857143,0.014308582281312812,2e-06,0.055577,0.006265545454545454,0.01647538532091821,www.timesofindia.com
87,15,12,1479.0,40.0,569.0,98.6,134.54250523267996,7532.0,52.0,2948.0,627.6666666666666,878.7207989027246,5e-06,0.066763,0.006258642857142858,0.01752364656293425,1e-06,0.068887,0.007725999999999999,0.020393388678687025,www.timesofindia.com
88,15,12,1597.0,40.0,569.0,106.46666666666667,134.3209730813614,7544.0,52.0,2948.0,628.6666666666666,878.0126664372458,1e-05,0.086652,0.00842707142857143,0.022643788961500395,2e-06,0.08888,0.010475727272727274,0.026246467004497613,www.timesofindia.com
89,16,12,1531.0,40.0,569.0,95.6875,130.5014527377633,7543.0,52.0,2948.0,628.5833333333334,878.0556472667149,7e-06,0.086659,0.007991266666666667,0.021903313309264642,2e-06,0.089039,0.010641272727272727,0.026257983643421325,www.timesofindia.com
90,12,14,1457.0,52.0,569.0,121.41666666666667,143.69187889580283,5410.0,52.0,2948.0,386.42857142857144,795.5186710844415,1.2e-05,0.068256,0.017494909090909092,0.02729696267885695,1e-06,0.066771,0.014748846153846152,0.025534170402443577,www.washingtonpost.com
91,12,9,1457.0,52.0,569.0,121.41666666666667,143.69187889580283,5150.0,52.0,2948.0,572.2222222222222,958.9814619920683,7e-06,0.102902,0.010757,0.03060467107485391,2e-06,0.104611,0.019789624999999998,0.03709097163129556,www.washingtonpost.com
92,12,9,1457.0,52.0,569.0,121.41666666666667,143.69187889580283,5150.0,52.0,2948.0,572.2222222222222,958.9814619920683,6e-06,0.054819,0.007172909090909091,0.016288493978600636,1e-06,0.056485,0.014801125,0.021982020734081103,www.washingtonpost.com
93,12,9,1457.0,52.0,569.0,121.41666666666667,143.69187889580283,5150.0,52.0,2948.0,572.2222222222222,958.9814619920683,8e-06,0.055034,0.0077055454545454545,0.016238149373396196,1e-06,0.057622,0.015602374999999998,0.022349834565942542,www.washingtonpost.com
94,12,9,1457.0,52.0,569.0,121.41666666666667,143.69187889580283,5150.0,52.0,2948.0,572.2222222222222,958.9814619920683,5e-06,0.056317,0.008055363636363637,0.016862609408230547,1e-06,0.058115,0.016102875000000003,0.0223017813025744,www.washingtonpost.com
95,12,9,1457.0,52.0,569.0,121.41666666666667,143.69187889580283,5150.0,52.0,2948.0,572.2222222222222,958.9814619920683,5e-06,0.058028,0.007913181818181817,0.017541141609474464,1e-06,0.059728,0.016065625,0.023272964823941717,www.washingtonpost.com
96,12,9,1457.0,52.0,569.0,121.41666666666667,143.69187889580283,5150.0,52.0,2948.0,572.2222222222222,958.9814619920683,7e-06,0.066319,0.008198545454545457,0.019618830043423265,2e-06,0.068592,0.016289375000000002,0.025643817121356396,www.washingtonpost.com
97,12,9,1457.0,52.0,569.0,121.41666666666667,143.69187889580283,5150.0,52.0,2948.0,572.2222222222222,958.9814619920683,7e-06,0.054767,0.007397727272727273,0.01642014648589293,2e-06,0.05631,0.015351249999999999,0.022257231214981413,www.washingtonpost.com
98,12,9,1457.0,52.0,569.0,121.41666666666667,143.69187889580283,5150.0,52.0,2948.0,572.2222222222222,958.9814619920683,6e-06,0.059687,0.007534727272727273,0.017741914406798998,1e-06,0.061293,0.01536625,0.023457067151652675,www.washingtonpost.com
99,13,10,1576.0,52.0,569.0,121.23076923076923,137.5761327690683,5214.0,52.0,2948.0,521.4,918.309098288806,6e-06,0.058009,0.007549166666666666,0.016527646859035006,2e-06,0.059864,0.014528444444444446,0.021827589033784234,www.washingtonpost.com
